To,From,type
CIT,SF3B2,PPI
DHX36,SF3B2,PPI
PPP1CA,SF3B2,PPI
CDC40,SF3B2,PPI
SRSF10,SF3B2,PPI
CHD4,SF3B2,PPI
YBX1,SF3B2,PPI
NCBP1,SF3B2,PPI
PCID2,SF3B2,PPI
GTF2F2,SF3B2,PPI
LSM5,SF3B2,PPI
ACTG1,SF3B2,PPI
DDX42,SF3B2,PPI
HSPA8,SF3B2,PPI
PAXIP1,PRMT5,PPI
MEN1,PRMT5,PPI
LSM5,PRMT5,PPI
HNRNPH1,PRMT5,PPI
RIOK1,PRMT5,PPI
PRMT1,PRMT5,PPI
ILF2,PRMT5,PPI
RELA,PRMT5,PPI
SMARCD1,PRMT5,PPI
RRP12,PRMT5,PPI
E2F1,PRMT5,PPI
TAF5,PRMT5,PPI
NRAS,PRMT5,PPI
CDC42,PRMT5,PPI
SMARCE1,PRMT5,PPI
ILF3,PRMT5,PPI
HSPA8,PRMT5,PPI
KAT5,PRMT5,PPI
NCBP1,PRMT5,PPI
RBBP4,PRMT5,PPI
PRDM1,PRMT5,PPI
MYC,PRMT5,PPI
HDAC1,PRMT5,PPI
RBPJ,PRMT5,PPI
CHD4,PRMT5,PPI
WDR73,PRMT5,PPI
POLR1B,PRMT5,PPI
SERBP1,PRMT5,PPI
SP1,PRMT5,PPI
SIN3A,PRMT5,PPI
TAF5,SNAPC5,PPI
GTF2A1,SNAPC5,PPI
SP1,SNAPC5,PPI
BDP1,SNAPC5,PPI
GTF2F2,SNAPC5,PPI
GTF2E2,SNAPC5,PPI
TAF8,SNAPC5,PPI
TAF13,SNAPC5,PPI
POLR3C,SNAPC5,PPI
SNAPC3,SNAPC5,PPI
TBP,SNAPC5,PPI
RPRD1B,SNAPC5,PPI
POLR3F,SNAPC5,PPI
POU2F1,SNAPC5,PPI
RPRD2,SNAPC5,PPI
NME2,PKM,PPI
RCC1,PKM,PPI
CFL1,PKM,PPI
TUBB,PKM,PPI
TPT1,PKM,PPI
MYC,PKM,PPI
IKBKB,PKM,PPI
USP7,PKM,PPI
HUWE1,PKM,PPI
PGK1,PKM,PPI
PSMD4,PKM,PPI
RPL26L1,PKM,PPI
AK2,PKM,PPI
RPL9,PKM,PPI
MTOR,PKM,PPI
SUMO2,PKM,PPI
KIF20A,PKM,PPI
MRTO4,PKM,PPI
PPP2R1A,PKM,PPI
KIF14,PKM,PPI
RPL36A,PKM,PPI
PAICS,PKM,PPI
ALDOA,PKM,PPI
RNF4,PKM,PPI
RPL30,PKM,PPI
HSPA8,PKM,PPI
POU5F1B,PKM,PPI
RPL10,PKM,PPI
ATL2,PKM,PPI
ATR,ING3,PPI
CENPA,ING3,PPI
KANSL3,ING3,PPI
GTF2E2,ING3,PPI
KAT5,ING3,PPI
TAF1,ING3,PPI
SUDS3,ING3,PPI
SIN3A,ING3,PPI
EP400,ING3,PPI
MTOR,ING3,PPI
CUL1,ING3,PPI
ACTR8,ING3,PPI
INO80,ING3,PPI
SMG1,ING3,PPI
MCRS1,ING3,PPI
NKAP,ING3,PPI
RNF4,ING3,PPI
HSF1,ING3,PPI
TFIP11,ING3,PPI
DMAP1,ING3,PPI
HDAC1,ING3,PPI
DR1,ING3,PPI
MAX,ING3,PPI
DDX3X,CNOT1,PPI
DDX20,CNOT1,PPI
GRB2,CNOT1,PPI
TRA2B,CNOT1,PPI
KIF14,CNOT1,PPI
DDX21,CNOT1,PPI
RBPJ,CNOT1,PPI
DDX46,CNOT1,PPI
DDX24,CNOT1,PPI
DDX59,CNOT1,PPI
RAD51,CNOT1,PPI
DDX6,CNOT1,PPI
DDX42,CNOT1,PPI
TBP,CNOT1,PPI
DDX51,CNOT1,PPI
RNF4,CNOT1,PPI
GTF2A1,CNOT1,PPI
MED14,CNOT1,PPI
DDX27,CNOT1,PPI
POU5F1B,CNOT1,PPI
NMD3,IMPDH2,PPI
SDAD1,IMPDH2,PPI
PRMT1,IMPDH2,PPI
CIT,IMPDH2,PPI
PCID2,IMPDH2,PPI
DDX27,IMPDH2,PPI
NCBP1,IMPDH2,PPI
RNF4,IMPDH2,PPI
XRCC3,IMPDH2,PPI
KIF20A,IMPDH2,PPI
RSL1D1,IMPDH2,PPI
PGK1,IMPDH2,PPI
GRB2,IMPDH2,PPI
HUWE1,IMPDH2,PPI
KIF14,IMPDH2,PPI
PWP1,IMPDH2,PPI
DDX3X,IMPDH2,PPI
PWP1,TSPYL5,PPI
TOP1,TSPYL5,PPI
DDX6,TSPYL5,PPI
MYC,TSPYL5,PPI
CENPA,TSPYL5,PPI
PRPF40A,TSPYL5,PPI
USP7,TSPYL5,PPI
CSNK2B,TSPYL5,PPI
EEF1G,EBF1,PPI
RBPJ,EBF1,PPI
HNRNPH1,EBF1,PPI
SMG1,EBF1,PPI
MTOR,EBF1,PPI
GTF2E2,MED14,PPI
GTF2F2,MED14,PPI
GTF2A1,MED14,PPI
TBP,MED14,PPI
UBR5,MED14,PPI
SREBF2,MED14,PPI
MED12,MED14,PPI
BRD2,MED14,PPI
BCLAF1,MED14,PPI
MED23,MED14,PPI
MED16,MED14,PPI
POLR1B,MED14,PPI
CCNC,MED14,PPI
RBBP4,SMARCE1,PPI
CARM1,SMARCE1,PPI
SIN3A,SMARCE1,PPI
INO80,SMARCE1,PPI
SMARCD1,SMARCE1,PPI
CBFB,SMARCE1,PPI
GTF2A1,SMARCE1,PPI
RUNX2,SMARCE1,PPI
HDAC1,SMARCE1,PPI
IRF4,SMARCE1,PPI
ILF3,SMARCE1,PPI
ACTG1,SMARCE1,PPI
GTF3A,SMARCE1,PPI
POU5F1B,SMARCE1,PPI
KIF14,SMARCE1,PPI
BRD2,SMARCE1,PPI
EP400,SMARCE1,PPI
RELA,SMARCE1,PPI
WDR73,SMARCE1,PPI
HMGB1,SMARCE1,PPI
DPF2,SMARCE1,PPI
CHD4,SMARCE1,PPI
UPF1,PPP2R1A,PPI
HSPA8,PPP2R1A,PPI
CIT,PPP2R1A,PPI
NCBP1,PPP2R1A,PPI
HDAC1,PPP2R1A,PPI
CUL1,PPP2R1A,PPI
PPP1CB,PPP2R1A,PPI
PPP1R10,PPP2R1A,PPI
SUMO2,PPP2R1A,PPI
MAX,PPP2R1A,PPI
MCM3,PPP2R1A,PPI
KIF14,PPP2R1A,PPI
PPP1CA,PPP2R1A,PPI
RFC4,PPP2R1A,PPI
CSNK2B,PPP2R1A,PPI
SMG7,PPP2R1A,PPI
PPP6C,PPP2R1A,PPI
RFC5,PPP2R1A,PPI
POU5F1B,PPP2R1A,PPI
EP400,PPP2R1A,PPI
NUP62,PPP2R1A,PPI
CLTC,PPP2R1A,PPI
GRB2,PPP2R1A,PPI
RELA,PPP2R1A,PPI
RBMX,PPP2R1A,PPI
PPP2CA,PPP2R1A,PPI
DDX3X,PPP2R1A,PPI
PPP1R12A,PPP2R1A,PPI
DNAJB11,PPP2R1A,PPI
PPP4R2,PPP2R1A,PPI
RAD17,PPP2R1A,PPI
AGAP6,COPG1,PPI
CDC42,COPG1,PPI
KIF14,COPG1,PPI
GBF1,COPG1,PPI
RHOA,COPG1,PPI
HUWE1,COPG1,PPI
TLE3,COPG1,PPI
SMC3,COPG1,PPI
NRAS,COPG1,PPI
SMC3,NCAPD2,PPI
RNF4,NCAPD2,PPI
DDX3X,NCAPD2,PPI
ALYREF,HNRNPM,PPI
RPL10,HNRNPM,PPI
BCAS2,HNRNPM,PPI
RPS21,HNRNPM,PPI
TPT1,HNRNPM,PPI
WAC,HNRNPM,PPI
SMC3,HNRNPM,PPI
EWSR1,HNRNPM,PPI
HNRNPR,HNRNPM,PPI
HNRNPH1,HNRNPM,PPI
PRPF40A,HNRNPM,PPI
HNRNPC,HNRNPM,PPI
DHX36,HNRNPM,PPI
RBMX,HNRNPM,PPI
PPIA,HNRNPM,PPI
NCBP1,HNRNPM,PPI
RNF4,HNRNPM,PPI
CBFB,HNRNPM,PPI
PTBP1,HNRNPM,PPI
LSM5,HNRNPM,PPI
SRRM1,HNRNPM,PPI
SRSF10,HNRNPM,PPI
HSPA8,HNRNPM,PPI
PPP6C,HNRNPM,PPI
RPL30,HNRNPM,PPI
TRA2B,HNRNPM,PPI
TOP1,HNRNPM,PPI
TFIP11,HNRNPM,PPI
PPP1CB,HNRNPM,PPI
CHD4,HNRNPM,PPI
GTF3C1,HNRNPM,PPI
SON,HNRNPM,PPI
CIT,HNRNPM,PPI
PCBP2,HNRNPM,PPI
PPP1CA,HNRNPM,PPI
SUMO2,HNRNPM,PPI
DHX9,HNRNPM,PPI
RPL26L1,HNRNPM,PPI
KIF20A,HNRNPM,PPI
RPS25,HNRNPM,PPI
RFC4,HNRNPM,PPI
PPP2CA,HNRNPM,PPI
ORC1,HNRNPM,PPI
KIF14,HNRNPM,PPI
EIF4E,HNRNPM,PPI
RBMXL1,HNRNPM,PPI
GTF2F2,HNRNPM,PPI
RELA,MED16,PPI
BCLAF1,MED16,PPI
HNRNPH1,MED16,PPI
MED12,MED16,PPI
CCNC,MED16,PPI
RNF4,MED16,PPI
XRCC3,MED16,PPI
MED23,MED16,PPI
MYC,MED16,PPI
SMG7,RNF40,PPI
RNF20,RNF40,PPI
WAC,RNF40,PPI
EP400,RNF40,PPI
CTR9,RNF40,PPI
CSNK2B,RNF40,PPI
MLST8,RNF40,PPI
NCBP1,RNF40,PPI
MEN1,RNF40,PPI
RTF1,RNF40,PPI
UBE2L3,RNF40,PPI
CHD4,RNF40,PPI
CIT,RNF40,PPI
EIF4E,RNF40,PPI
OGT,CARM1,PPI
YBX1,CARM1,PPI
IRF4,CARM1,PPI
SMARCD1,CARM1,PPI
E2F1,CARM1,PPI
HDAC1,CARM1,PPI
KAT5,CARM1,PPI
MYC,CARM1,PPI
KIF14,CARM1,PPI
GTF2A1,CARM1,PPI
RELA,CARM1,PPI
TBP,CARM1,PPI
PRMT1,CARM1,PPI
MED12,CARM1,PPI
MEF2C,CARM1,PPI
SON,PPP1CA,PPI
PPP1CB,PPP1CA,PPI
UXT,PPP1CA,PPI
CSTF2,PPP1CA,PPI
PPCDC,PPP1CA,PPI
EEF1G,PPP1CA,PPI
CSNK2B,PPP1CA,PPI
KPNA2,PPP1CA,PPI
HSPA8,PPP1CA,PPI
BCL2,PPP1CA,PPI
OGT,PPP1CA,PPI
PPP1R10,PPP1CA,PPI
IKBKB,PPP1CA,PPI
CLTC,PPP1CA,PPI
POU5F1B,PPP1CA,PPI
PPP1R12A,PPP1CA,PPI
CUL1,PPP1CA,PPI
RPRD2,PPP1CA,PPI
PPP2CA,PPP1CA,PPI
MAX,PPP1CA,PPI
YWHAZ,PPP1CA,PPI
CIT,PPP1CA,PPI
HDAC1,PPP1CA,PPI
SUMO2,PPP1CA,PPI
GRB2,PPP1CA,PPI
PPP4R2,PPP1CA,PPI
HUWE1,PPP1CA,PPI
KIF20A,PPP1CA,PPI
KIF14,PPP1CA,PPI
NOL12,PPP1CA,PPI
CIT,SRRM1,PPI
CWC22,SRRM1,PPI
BCAS2,SRRM1,PPI
PLRG1,SRRM1,PPI
CDC40,SRRM1,PPI
RBMX2,SRRM1,PPI
NCBP1,SRRM1,PPI
CHD4,SRRM1,PPI
LSM5,SRRM1,PPI
RNF113A,SRRM1,PPI
KIF14,SRRM1,PPI
UBR5,SRRM1,PPI
CSTF2,SRRM1,PPI
UPF1,SRRM1,PPI
SEC13,SRRM1,PPI
HYOU1,SRRM1,PPI
HSPA8,SRRM1,PPI
ALYREF,SRRM1,PPI
NUP62,SRRM1,PPI
KIF20A,SRRM1,PPI
PPIL1,SRRM1,PPI
ILF2,SRRM1,PPI
UBE2L3,CUL1,PPI
PRDM1,CUL1,PPI
RUNX2,CUL1,PPI
RELA,CUL1,PPI
RBBP4,CUL1,PPI
NFKB2,CUL1,PPI
PRMT1,CUL1,PPI
PPP2CA,CUL1,PPI
WDR73,CUL1,PPI
MYC,CUL1,PPI
YBX1,CUL1,PPI
FBXO11,CUL1,PPI
IKBKB,CUL1,PPI
E2F1,CUL1,PPI
GPS1,CUL1,PPI
NAE1,CUL1,PPI
ARIH1,CUL1,PPI
PSMD4,CUL1,PPI
COPS8,CUL1,PPI
EIF3F,CUL1,PPI
PPP6C,CUL1,PPI
ORC1,CUL1,PPI
PPP1R12A,CUL1,PPI
CCNE2,CUL1,PPI
PAXIP1,CUL1,PPI
PLRG1,CUL1,PPI
RNF4,MAF,PPI
RBPJ,MAF,PPI
ATF4,MAF,PPI
NFKB2,MAF,PPI
IRF4,MAF,PPI
RUNX2,MAF,PPI
SIN3A,MAF,PPI
DHX9,TSEN54,PPI
CSTF2,TSEN54,PPI
IRF4,TSEN54,PPI
CHCHD2,GLRX5,PPI
HDAC1,GLRX5,PPI
TXN,GLRX5,PPI
PRMT1,GLRX5,PPI
CIAO1,GLRX5,PPI
PAICS,GLRX5,PPI
TAF5,SP1,PPI
TFDP1,SP1,PPI
E2F1,SP1,PPI
MTOR,SP1,PPI
UXT,SP1,PPI
MEF2C,SP1,PPI
TAF13,SP1,PPI
RPRD1B,SP1,PPI
PFDN5,SP1,PPI
YBX1,SP1,PPI
TAF8,SP1,PPI
NFYC,SP1,PPI
SIN3A,SP1,PPI
NFKB2,SP1,PPI
ZBTB17,SP1,PPI
RAD51,SP1,PPI
GTF2E2,SP1,PPI
DDX3X,SP1,PPI
SUMO2,SP1,PPI
RBBP4,SP1,PPI
HMGA1,SP1,PPI
HDAC1,SP1,PPI
RPRD2,SP1,PPI
GABPA,SP1,PPI
RELA,SP1,PPI
TBP,SP1,PPI
POU2F1,SP1,PPI
MYC,SP1,PPI
GTF2A1,SP1,PPI
SNAPC3,SP1,PPI
NUP62,SP1,PPI
SREBF2,SP1,PPI
TXN,SP1,PPI
POU5F1B,SP1,PPI
HSPA8,SP1,PPI
GTF2F2,SP1,PPI
STRAP,SP1,PPI
TLE3,SP1,PPI
RNF4,SP1,PPI
CIT,DRG1,PPI
KIF14,DRG1,PPI
GRB2,DRG1,PPI
RSL1D1,DRG1,PPI
SUDS3,PHF12,PPI
SIN3A,PHF12,PPI
RBBP4,PHF12,PPI
ZNF131,PHF12,PPI
RBPJ,PHF12,PPI
CENPA,PHF12,PPI
KAT5,PHF12,PPI
ACTG1,PHF12,PPI
KDM5C,PHF12,PPI
HDAC1,PHF12,PPI
TUBB8,PHF12,PPI
GNL3,DDX59,PPI
RPL30,DDX59,PPI
DDX27,DDX59,PPI
RPF1,DDX59,PPI
NOP2,DDX59,PPI
ILF2,DDX59,PPI
GNL3L,DDX59,PPI
TRA2B,DDX59,PPI
HNRNPC,DDX59,PPI
PES1,DDX59,PPI
DHX36,DDX59,PPI
SERBP1,DDX59,PPI
EWSR1,DDX59,PPI
ALYREF,DDX59,PPI
EIF4E,DDX59,PPI
KPNA2,DDX59,PPI
SUMO2,DDX59,PPI
SDAD1,DDX59,PPI
RSL1D1,DDX59,PPI
UPF1,DDX59,PPI
MRTO4,DDX59,PPI
IPO7,DDX59,PPI
CWC22,DDX59,PPI
PLRG1,DDX59,PPI
YBX1,DDX59,PPI
TTC4,DDX59,PPI
YWHAZ,DDX59,PPI
PPIL1,DDX59,PPI
SRSF10,DDX59,PPI
RPL9,DDX59,PPI
DHX9,DDX59,PPI
DDX3X,DDX59,PPI
EEF1G,DDX59,PPI
PSMD13,DDX59,PPI
HNRNPR,DDX59,PPI
RRP12,DDX59,PPI
RPL26L1,DDX59,PPI
POLR1B,DDX59,PPI
HSPA8,DDX59,PPI
EIF3F,EEF1G,PPI
EEF1B2,EEF1G,PPI
KIF20A,EEF1G,PPI
YBX1,EEF1G,PPI
GSPT1,EEF1G,PPI
RPL30,EEF1G,PPI
DDX27,EEF1G,PPI
HUWE1,EEF1G,PPI
UBR5,EEF1G,PPI
DDX42,EEF1G,PPI
KIF14,EEF1G,PPI
ACTG1,EEF1G,PPI
TAF8,EEF1G,PPI
DDX3X,EEF1G,PPI
NRAS,EEF1G,PPI
HYOU1,EEF1G,PPI
PPP6C,EEF1G,PPI
DNAJA1,EEF1G,PPI
GTF2E2,EEF1G,PPI
DDX21,EEF1G,PPI
YWHAZ,EEF1G,PPI
DDX46,EEF1G,PPI
RPL10,EEF1G,PPI
CCNE2,EEF1G,PPI
GRB2,EEF1G,PPI
ILF2,EEF1G,PPI
DDX20,EEF1G,PPI
TPT1,EEF1G,PPI
KDM5C,EEF1G,PPI
HSF1,EEF1G,PPI
DDX51,EEF1G,PPI
DDX6,EEF1G,PPI
RHOA,EEF1G,PPI
RPL9,EEF1G,PPI
DDX24,EEF1G,PPI
ACTR8,EEF1G,PPI
RBPJ,EEF1G,PPI
CIT,EEF1G,PPI
PSMD4,EEF1G,PPI
RNF4,EEF1G,PPI
ACTR2,EEF1G,PPI
CDC42,EEF1G,PPI
POLR1B,EEF1G,PPI
PPP2CA,EEF1G,PPI
SUMO2,EEF1G,PPI
MRTO4,EEF1G,PPI
HSPA8,EEF1G,PPI
TRA2B,PPIL2,PPI
RBMX2,PPIL2,PPI
LSM5,PPIL2,PPI
RNF113A,PPIL2,PPI
HNRNPC,PPIL2,PPI
DAP3,PPIL2,PPI
SRSF10,PPIL2,PPI
SOD2,PPIL2,PPI
CWC22,PPIL2,PPI
CDC40,PPIL2,PPI
RPL26L1,PPIL2,PPI
GNL3L,PPIL2,PPI
KIF14,PPIL2,PPI
PLRG1,PPIL2,PPI
BCAS2,PPIL2,PPI
GNL3,PPIL2,PPI
TBP,POLR3C,PPI
SNAPC3,POLR3C,PPI
GTF3C2,POLR3C,PPI
POLR1B,POLR3C,PPI
POLR3F,POLR3C,PPI
BDP1,POLR3C,PPI
POU2F1,POLR3C,PPI
GTF3A,POLR3C,PPI
CIT,POLR3C,PPI
RSL1D1,POLR3C,PPI
GTF3C1,POLR3C,PPI
CHD4,RAD51C,PPI
SUMO2,RAD51C,PPI
EP400,RAD51C,PPI
INO80,RAD51C,PPI
RAD51,RAD51C,PPI
POLR1B,RAD51C,PPI
TOP3A,RAD51C,PPI
TTF2,RAD51C,PPI
RAD51D,RAD51C,PPI
MYC,RAD51C,PPI
KAT5,RAD51C,PPI
XRCC3,RAD51C,PPI
IPO7,EIF5A,PPI
NUP62,EIF5A,PPI
TRA2B,EIF5A,PPI
RPS25,EIF5A,PPI
RPS21,EIF5A,PPI
RPL30,EIF5A,PPI
RBPJ,EIF5A,PPI
RPL26L1,EIF5A,PPI
HUWE1,EIF5A,PPI
SRSF10,EIF5A,PPI
EIF3F,EIF5A,PPI
RPL9,EIF5A,PPI
RPL36A,EIF5A,PPI
EEF1B2,EIF5A,PPI
MRTO4,EIF5A,PPI
HNRNPC,EIF5A,PPI
TPT1,EIF5A,PPI
RPL10,EIF5A,PPI
GSPT1,EIF5A,PPI
IPO13,EIF5A,PPI
HSPA8,LARP1,PPI
NCBP1,LARP1,PPI
NOL12,LARP1,PPI
DDX6,LARP1,PPI
DHX9,LARP1,PPI
DHX36,LARP1,PPI
EIF4E,LARP1,PPI
SENP6,LARP1,PPI
DDX3X,LARP1,PPI
MTOR,LARP1,PPI
CHD4,LARP1,PPI
YBX1,LARP1,PPI
ILF3,LARP1,PPI
KIF20A,LARP1,PPI
ILF2,LARP1,PPI
KIF14,LARP1,PPI
EWSR1,LARP1,PPI
CIT,LARP1,PPI
HNRNPH1,LARP1,PPI
SUMO2,LARP1,PPI
PSMD4,LARP1,PPI
HNRNPR,LARP1,PPI
HAUS7,ATF4,PPI
RUNX2,ATF4,PPI
GTF2F2,ATF4,PPI
HYOU1,ATF4,PPI
TBP,ATF4,PPI
RNF4,ATF4,PPI
CHD4,ACTR8,PPI
ACTR2,ACTR8,PPI
RBPJ,ACTR8,PPI
SMG1,ACTR8,PPI
MCRS1,ACTR8,PPI
TPT1,ACTR8,PPI
CDC40,ACTR8,PPI
EP400,ACTR8,PPI
SUMO2,ACTR8,PPI
SMARCD1,ACTR8,PPI
DMAP1,ACTR8,PPI
TFAM,ACTR8,PPI
HMGB1,ACTR8,PPI
KAT5,ACTR8,PPI
CFL1,ACTR8,PPI
CIT,ACTR8,PPI
PGK1,ACTR8,PPI
MTOR,ACTR8,PPI
ACTG1,ACTR8,PPI
ATR,ACTR8,PPI
BRD2,ACTR8,PPI
INO80,ACTR8,PPI
EP400,CENPA,PPI
XRCC5,CENPA,PPI
MCM3,CENPA,PPI
BRD2,CENPA,PPI
IRF4,CENPA,PPI
ORC1,CENPA,PPI
HDAC1,CENPA,PPI
COPS8,CENPA,PPI
WDR73,CENPA,PPI
DDX3X,CENPA,PPI
HSPA8,CENPA,PPI
MRPS27,CENPA,PPI
CBX1,CENPA,PPI
RBBP4,CENPA,PPI
INO80,CENPA,PPI
SRRT,CENPA,PPI
CHD4,CENPA,PPI
WTAP,CENPA,PPI
NFYC,CENPA,PPI
KDM5C,CENPA,PPI
KAT5,CENPA,PPI
SIN3A,MEN1,PPI
HSPA8,MEN1,PPI
SON,MEN1,PPI
NFKB2,MEN1,PPI
MED12,MEN1,PPI
RNF20,MEN1,PPI
MYC,MEN1,PPI
RELA,MEN1,PPI
SRRT,MEN1,PPI
TAF1,MEN1,PPI
RUNX2,MEN1,PPI
HDAC1,MEN1,PPI
PFDN5,UXT,PPI
PPP1CB,UXT,PPI
RELA,UXT,PPI
DNAJB11,GNL3L,PPI
TTC4,GNL3L,PPI
HNRNPC,GNL3L,PPI
KIF14,GNL3L,PPI
PPIL1,GNL3L,PPI
RPL26L1,GNL3L,PPI
NOP2,GNL3L,PPI
DDX24,GNL3L,PPI
PES1,GNL3L,PPI
SMG7,GNL3L,PPI
RPL30,GNL3L,PPI
NMD3,GNL3L,PPI
DDX51,GNL3L,PPI
RPL36A,GNL3L,PPI
RPF1,GNL3L,PPI
RPL9,GNL3L,PPI
PPIA,GNL3L,PPI
DNAJC11,GNL3L,PPI
DDX6,GNL3L,PPI
MRTO4,GNL3L,PPI
DDX27,GNL3L,PPI
DDX21,GNL3L,PPI
DDX46,GNL3L,PPI
RPL10,GNL3L,PPI
SDAD1,GNL3L,PPI
DDX20,GNL3L,PPI
DDX42,GNL3L,PPI
DNAJA1,GNL3L,PPI
CHD4,GNL3L,PPI
RSL1D1,GNL3L,PPI
PPIAL4G,GNL3L,PPI
DDX3X,GNL3L,PPI
HSPA8,TUBB,PPI
YWHAZ,TUBB,PPI
NME2,TUBB,PPI
MYC,TUBB,PPI
KAT5,TUBB,PPI
SUMO2,TUBB,PPI
CDC42,TUBB,PPI
IKBKB,TUBB,PPI
RHOA,TUBB,PPI
TUBB8,TUBB,PPI
HYOU1,TUBB,PPI
TBP,TUBB,PPI
GRB2,TUBB,PPI
CHD4,TUBB,PPI
ACTG1,TUBB,PPI
HUWE1,TUBB,PPI
NCBP1,TUBB,PPI
HDAC1,TUBB,PPI
TPT1,TUBB,PPI
KIF20A,TUBB,PPI
ACTR2,TUBB,PPI
KIF14,TUBB,PPI
WTAP,TUBB,PPI
SMC3,TUBB,PPI
CWC22,RBMX2,PPI
RNF113A,RBMX2,PPI
SRSF10,RBMX2,PPI
DHX9,RBMX2,PPI
CDC40,RBMX2,PPI
DHX36,RBMX2,PPI
LSM5,RBMX2,PPI
HNRNPC,RBMX2,PPI
PPIL1,RBMX2,PPI
BCAS2,RBMX2,PPI
NKAP,RBMX2,PPI
PPIA,RBMX2,PPI
PRPF40A,RBMX2,PPI
PLRG1,RBMX2,PPI
PPIAL4G,RBMX2,PPI
TRA2B,RBMX2,PPI
ACTR2,KAT5,PPI
XRCC3,KAT5,PPI
TFDP1,KAT5,PPI
PAXIP1,KAT5,PPI
EWSR1,KAT5,PPI
DHX9,KAT5,PPI
RELA,KAT5,PPI
RPL30,KAT5,PPI
ATR,KAT5,PPI
SMG1,KAT5,PPI
EP400,KAT5,PPI
RFC4,KAT5,PPI
MTOR,KAT5,PPI
MCRS1,KAT5,PPI
RAD17,KAT5,PPI
TOP3A,KAT5,PPI
USP7,KAT5,PPI
CBX1,KAT5,PPI
E2F1,KAT5,PPI
HDAC1,KAT5,PPI
PTBP1,KAT5,PPI
ACTG1,KAT5,PPI
UBR5,KAT5,PPI
DR1,KAT5,PPI
MAX,KAT5,PPI
MYC,KAT5,PPI
BRD2,KAT5,PPI
HSF1,KAT5,PPI
SENP6,KAT5,PPI
SIN3A,KAT5,PPI
HNRNPH1,KAT5,PPI
GTF2A1,KAT5,PPI
TBP,KAT5,PPI
DMAP1,KAT5,PPI
KANSL3,KAT5,PPI
INO80,KAT5,PPI
PRMT1,KAT5,PPI
CHD4,KAT5,PPI
RAD51,KAT5,PPI
RFC5,KAT5,PPI
HSPA8,KAT5,PPI
RBPJ,KAT5,PPI
SUMO2,KAT5,PPI
RPL30,HUWE1,PPI
TPT1,HUWE1,PPI
GPI,HUWE1,PPI
PPIA,HUWE1,PPI
DNAJA1,HUWE1,PPI
DDX21,HUWE1,PPI
NCBP1,HUWE1,PPI
RFC5,HUWE1,PPI
ILF3,HUWE1,PPI
SERBP1,HUWE1,PPI
GTF2A1,HUWE1,PPI
HSPA8,HUWE1,PPI
GSPT1,HUWE1,PPI
XRCC5,HUWE1,PPI
HNRNPH1,HUWE1,PPI
YWHAZ,HUWE1,PPI
UBR5,HUWE1,PPI
ALDOA,HUWE1,PPI
ALYREF,HUWE1,PPI
UBE2J2,HUWE1,PPI
ZBTB17,HUWE1,PPI
UBE2L3,HUWE1,PPI
TFRC,HUWE1,PPI
EEF1B2,HUWE1,PPI
OGT,HUWE1,PPI
KPNA2,HUWE1,PPI
EIF3F,HUWE1,PPI
PAICS,HUWE1,PPI
CLTC,HUWE1,PPI
DDX3X,HUWE1,PPI
PCBP2,HUWE1,PPI
ILF2,HUWE1,PPI
STRAP,HUWE1,PPI
TBP,HUWE1,PPI
PRMT1,HUWE1,PPI
RBBP4,HUWE1,PPI
RPS25,HUWE1,PPI
PSMD13,HUWE1,PPI
PGK1,HUWE1,PPI
PSMD4,HUWE1,PPI
EIF4E,HUWE1,PPI
PPP1R10,HUWE1,PPI
RPRD1B,HUWE1,PPI
DDX46,HUWE1,PPI
AK2,HUWE1,PPI
HMGB1,HUWE1,PPI
MYC,HUWE1,PPI
RAD51D,HUWE1,PPI
USP7,HUWE1,PPI
UBR5,GTF2F2,PPI
RNMT,GTF2F2,PPI
POU2F1,GTF2F2,PPI
TAF5,GTF2F2,PPI
HMGA1,GTF2F2,PPI
PCBP2,GTF2F2,PPI
CTR9,GTF2F2,PPI
HNRNPR,GTF2F2,PPI
SNAPC3,GTF2F2,PPI
PTBP1,GTF2F2,PPI
GTF2A1,GTF2F2,PPI
GTF2H3,GTF2F2,PPI
RPRD2,GTF2F2,PPI
MEF2C,GTF2F2,PPI
TAF1,GTF2F2,PPI
TBP,GTF2F2,PPI
TAF8,GTF2F2,PPI
GTF2E2,GTF2F2,PPI
HNRNPC,GTF2F2,PPI
YBX1,GTF2F2,PPI
DDX42,GTF2F2,PPI
TAF13,GTF2F2,PPI
POLR1B,GTF2F2,PPI
RTF1,GTF2F2,PPI
RPRD1B,GTF2F2,PPI
HNRNPH1,GTF2F2,PPI
SRRT,GTF2F2,PPI
NCBP1,GTF2F2,PPI
RBMX,GTF2F2,PPI
HDAC1,MEF2C,PPI
SIN3A,MEF2C,PPI
YWHAZ,MEF2C,PPI
PAICS,MEF2C,PPI
CBX1,MEF2C,PPI
TBP,MEF2C,PPI
RHOA,PTPN11,PPI
GRB2,PTPN11,PPI
IPO7,PTPN11,PPI
RTF1,PTPN11,PPI
HNRNPH1,PTPN11,PPI
CTR9,PTPN11,PPI
ITSN2,PTPN11,PPI
DNM2,PTPN11,PPI
IRS2,PTPN11,PPI
NRAS,PTPN11,PPI
POU2AF1,PTPN11,PPI
SRSF10,PTPN11,PPI
E2F1,PTPN11,PPI
MYC,SRFBP1,PPI
RSL1D1,SRFBP1,PPI
