From	To
CREB1	IRF4
CREB1	IRF7
CREB1	JUN
CREB1	JUND
CREB1	KLF12
CREB1	KLF13
CREB1	KLF2
CREB1	KLF6
CREB1	KLF7
CREB1	KLF9
CREB1	MEF2C
CREB1	MXI1
CREB1	MYC
CREB1	MYNN
CREB1	NFE2L2
CREB1	NFKB1
CREB1	NFKB2
CREB1	NR1D2
CREB1	NR3C1
CREB1	NR4A2
CREB1	NR4A3
CREB1	PAX4
CREB1	PAX5
CREB1	POU2F2
CREB1	PRDM1
CREB1	PRDM10
CREB1	RARA
CREB1	RAX2
CREB1	RELA
CREB1	RELB
CREB1	RFX1
CREB1	RFX3
CREB1	RORA
CREB1	SF1
CREB1	SIN3A
CREB1	SPI1
CREB1	SREBF2
CREB1	TCF12
CREB1	TCF4
CREB1	TEAD1
CREB1	TGIF2
CREB1	TP53
CREB1	XBP1
CREB1	ZBTB20
CREB1	ZBTB32
CREB1	ZBTB38
CREB1	ZBTB5
CREB1	ZFP62
CREB1	ZFP91
CREB1	ZFX
CREB1	ZNF143
CREB1	ZNF16
CREB1	ZNF250
CREB1	ZNF460
CREB1	ZNF48
CREB1	ZNF483
CREB1	ZNF490
CREB1	ZNF524
CREB1	ZNF526
CREB1	ZNF543
CREB1	ZNF574
CREB1	ZNF580
CREB1	ZNF581
CREB1	ZNF592
CREB1	ZNF655
CREB1	ZNF771
CREB1	ZNF784
CREB1	ZNF791
CREB1	ZNF805
CREB3L2	ARF1
CREB3L2	ARF4
CREB3L2	BACH1
CREB3L2	BCL6B
CREB3L2	BCLAF1
CREB3L2	BHLHE41
CREB3L2	CHD2
CREB3L2	CREB1
CREB3L2	CREB3L2
CREB3L2	ERF
CREB3L2	ESRRA
CREB3L2	FIZ1
CREB3L2	FOSL1
CREB3L2	FOXN3
CREB3L2	FOXO3
CREB3L2	GABPA
CREB3L2	HAP1
CREB3L2	HBP1
CREB3L2	HES7
CREB3L2	HIVEP2
CREB3L2	IRF4
CREB3L2	JUN
CREB3L2	JUNB
CREB3L2	JUND
CREB3L2	KLF13
CREB3L2	KLF15
CREB3L2	KLF2
CREB3L2	KLF6
CREB3L2	KLF9
CREB3L2	MEF2A
CREB3L2	MEF2C
CREB3L2	MXI1
CREB3L2	MYC
CREB3L2	MYNN
CREB3L2	NFE2L2
CREB3L2	NR1D2
CREB3L2	NR4A2
CREB3L2	NR4A3
CREB3L2	PAX4
CREB3L2	PAX5
CREB3L2	POU2F2
CREB3L2	PRDM1
CREB3L2	PRDM10
CREB3L2	RARA
CREB3L2	RAX2
CREB3L2	RELB
CREB3L2	RFX3
CREB3L2	RUNX1
CREB3L2	SF1
CREB3L2	SIN3A
CREB3L2	SPI1
CREB3L2	SREBF2
CREB3L2	TBX6
CREB3L2	TCF12
CREB3L2	TGIF2
CREB3L2	XBP1
CREB3L2	ZBTB1
CREB3L2	ZBTB38
CREB3L2	ZFP62
CREB3L2	ZFP91
CREB3L2	ZFX
CREB3L2	ZNF460
CREB3L2	ZNF48
CREB3L2	ZNF490
CREB3L2	ZNF524
CREB3L2	ZNF526
CREB3L2	ZNF543
CREB3L2	ZNF574
CREB3L2	ZNF580
CREB3L2	ZNF581
CREB3L2	ZNF689
CREB3L2	ZNF771
CREB3L2	ZNF775
CREB3L2	ZNF784
CREB3L2	ZNF791
CREB3L2	ZNF805
CREM	ARF1
CREM	BCL6B
CREM	BCLAF1
CREM	BHLHE41
CREM	CEBPG
CREM	CHD2
CREM	CREB1
CREM	CREB3L2
CREM	CREM
CREM	ERF
CREM	ESRRA
CREM	FIZ1
CREM	FOSB
CREM	FOSL1
CREM	FOXO3
CREM	HAP1
CREM	HES7
CREM	HIVEP2
CREM	IRF7
CREM	JUN
CREM	JUNB
CREM	JUND
CREM	KLF12
CREM	KLF13
CREM	KLF2
