GENE	TF	ENHANCER_LIST
ESPNP	0	1_MACS_peak_405_lociStitched
ESR1	1	1_MACS_peak_32626_lociStitched
ESRRA	1	1_MACS_peak_6259_lociStitched
ESYT2	0	1_MACS_peak_34933_lociStitched
ETF1	0	1_MACS_peak_29729_lociStitched,1_MACS_peak_29728_lociStitched
ETV6	1	2_MACS_peak_7692_lociStitched
EVI2A	0	2_MACS_peak_15033_lociStitched
EVI2B	0	2_MACS_peak_15033_lociStitched
EWSR1	0	2_MACS_peak_23615_lociStitched
F11R	0	2_MACS_peak_2725_lociStitched
F12	0	3_MACS_peak_30349_lociStitched
FAF2	0	1_MACS_peak_30308_lociStitched
FAM100B	0	6_MACS_peak_15984_lociStitched
FAM102A	0	2_MACS_peak_37898_lociStitched
FAM126B	0	5_MACS_peak_21157_lociStitched
FAM187B	0	4_MACS_peak_17887_lociStitched,2_MACS_peak_17885_lociStitched
FAM188A	0	6_MACS_peak_4232_lociStitched
FAM200A	0	1_MACS_peak_34061_lociStitched
FAM46C	0	1_MACS_peak_2052_lociStitched,5_MACS_peak_2035_lociStitched,5_MACS_peak_2066_lociStitched,3_MACS_peak_2043_lociStitched,3_MACS_peak_2053_lociStitched
FAM47E	0	4_MACS_peak_27440_lociStitched
FAM53B	0	4_MACS_peak_5476_lociStitched,2_MACS_peak_5482_lociStitched
FAM53C	0	1_MACS_peak_29724_lociStitched
FAM54A	0	2_MACS_peak_32372_lociStitched
FAM71E2	0	2_MACS_peak_18535_lociStitched
FAM76B	0	1_MACS_peak_6933_lociStitched
FAM78A	0	8_MACS_peak_38018_lociStitched
FAM83E	0	1_MACS_peak_18376_lociStitched
FAM89B	0	6_MACS_peak_6352_lociStitched,1_MACS_peak_6360_lociStitched
FANCG	0	1_MACS_peak_36861_lociStitched
FAU	0	2_MACS_peak_6293_lociStitched
FBXL17	0	1_MACS_peak_29331_lociStitched
FBXO10	0	4_MACS_peak_36945_lociStitched
FBXW2	0	1_MACS_peak_37715_lociStitched
FBXW7	0	2_MACS_peak_28072_lociStitched
FCHSD2	0	4_MACS_peak_6680_lociStitched,3_MACS_peak_6675_lociStitched
