From	To
JUND	CTCF
JUND	DDIT3
JUND	E2F3
JUND	FOSL1
JUND	FOXH1
JUND	FOXO3
JUND	FOXP2
JUND	HBP1
JUND	JUNB
JUND	JUND
JUND	KLF13
JUND	KLF6
JUND	LTF
JUND	MAF
JUND	MAZ
JUND	MEF2D
JUND	MYC
JUND	NFE2L2
JUND	NFE2L3
JUND	NOTCH1
JUND	SF1
JUND	SIN3A
JUND	SP3
JUND	SREBF2
JUND	TBX10
JUND	TFAP4
JUND	TGIF1
JUND	XBP1
JUND	ZBTB38
JUND	ZBTB7B
JUND	ZFP91
JUND	ZNF423
JUND	ZNF580
JUND	ZNF581
JUND	ZNF689
JUND	ZNF775
JUND	ZNF784
KLF13	AIRE
KLF13	ARID3A
KLF13	BCL11A
KLF13	CAD
KLF13	CAMTA1
KLF13	DDIT3
KLF13	E2F3
KLF13	FOSL1
KLF13	JUNB
KLF13	KLF13
KLF13	LTF
KLF13	MAF
KLF13	MAZ
KLF13	MEF2D
KLF13	MYC
KLF13	NOTCH1
KLF13	SIN3A
KLF13	TFAP4
KLF13	TGIF1
KLF13	ZBTB38
KLF13	ZBTB7B
KLF13	ZNF423
KLF13	ZNF580
KLF13	ZNF581
KLF13	ZNF775
KLF13	ZNF784
KLF6	AIRE
KLF6	ARID3A
KLF6	ATF3
KLF6	BCL11A
KLF6	CAD
KLF6	CAMTA1
KLF6	CEBPB
KLF6	CTCF
KLF6	DDIT3
KLF6	E2F3
KLF6	FOSL1
KLF6	FOXH1
KLF6	FOXP2
KLF6	HBP1
KLF6	JUNB
KLF6	JUND
KLF6	KLF13
KLF6	KLF6
KLF6	LTF
KLF6	MAF
KLF6	MAZ
KLF6	MEF2D
KLF6	MYC
KLF6	NOTCH1
KLF6	SIN3A
KLF6	TBX10
KLF6	TFAP4
KLF6	ZBTB38
KLF6	ZBTB7B
KLF6	ZFP91
KLF6	ZNF423
KLF6	ZNF775
LTF	AIRE
LTF	ARID5A
LTF	ATF3
LTF	CAD
LTF	CAMTA1
LTF	CEBPB
LTF	CTCF
LTF	FOXO3
LTF	FOXP2
LTF	JUNB
LTF	JUND
LTF	KLF13
LTF	LTF
LTF	MAF
LTF	NFE2L3
LTF	SF1
LTF	SIN3A
LTF	SREBF2
LTF	TBX10
LTF	TFAP4
LTF	TGIF1
LTF	XBP1
LTF	ZBTB38
LTF	ZBTB7B
LTF	ZNF580
LTF	ZNF581
LTF	ZNF775
LTF	ZNF784
MAF	AIRE
MAF	ARF1
MAF	ARID3A
MAF	ARID5A
MAF	ATF3
MAF	BCL11A
MAF	CAD
