From	To
CTCF	FOSL2
CTCF	FOXD4L5
CTCF	FOXO3
CTCF	FOXP2
CTCF	GFI1
CTCF	HBP1
CTCF	HES1
CTCF	HES6
CTCF	HEY1
CTCF	HEY2
CTCF	HIVEP2
CTCF	IKZF3
CTCF	IRF1
CTCF	IRF2
CTCF	IRF4
CTCF	IRF5
CTCF	JUN
CTCF	JUND
CTCF	KLF13
CTCF	KLF16
CTCF	KLF2
CTCF	KLF3
CTCF	KLF6
CTCF	KLF7
CTCF	KLF9
CTCF	MAFF
CTCF	MAZ
CTCF	MEF2C
CTCF	MEF2D
CTCF	MLX
CTCF	MNT
CTCF	MXI1
CTCF	MYBL2
CTCF	MYC
CTCF	MYNN
CTCF	NFE2L2
CTCF	NFE2L3
CTCF	NFIL3
CTCF	NFKB1
CTCF	NFKB2
CTCF	NR3C1
CTCF	NRF1
CTCF	PKNOX1
CTCF	POU2F1
CTCF	PRDM1
CTCF	PRDM10
CTCF	PRDM15
CTCF	RARA
CTCF	RARG
CTCF	RUNX1
CTCF	RUNX2
CTCF	SIN3A
CTCF	SMAD2
CTCF	SMAD7
CTCF	SP3
CTCF	SREBF2
CTCF	TBX6
CTCF	TCF3
CTCF	TCF4
CTCF	TFAP4
CTCF	USF1
CTCF	VDR
CTCF	VSX1
CTCF	XBP1
CTCF	ZBED6
CTCF	ZBTB38
CTCF	ZBTB7B
