From	To
CHD2	SOX11
CHD2	SP1
CHD2	SP3
CHD2	SREBF1
CHD2	STAT1
CHD2	TBX6
CHD2	TCF3
CHD2	TCF4
CHD2	TCFL5
CHD2	XBP1
CHD2	ZBTB33
CHD2	ZBTB38
CHD2	ZBTB7B
CHD2	ZFP62
CHD2	ZFP91
CHD2	ZNF114
CHD2	ZNF189
CHD2	ZNF217
CHD2	ZNF22
CHD2	ZNF267
CHD2	ZNF296
CHD2	ZNF341
CHD2	ZNF398
CHD2	ZNF425
CHD2	ZNF524
CHD2	ZNF579
CHD2	ZNF580
CHD2	ZNF581
CHD2	ZNF688
CHD2	ZNF689
CHD2	ZNF710
CHD2	ZNF740
CHD2	ZNF764
CHD2	ZNF768
CHD2	ZNF775
CHD2	ZNF784
CHD2	ZNF785
CHD2	ZNF786
CHD2	ZNF846
CREB3L4	ARF1
CREB3L4	ARID5A
CREB3L4	ATF4
CREB3L4	ATF5
CREB3L4	BCL6B
CREB3L4	BHLHE22
CREB3L4	CAMTA1
CREB3L4	CAMTA2
CREB3L4	CHD2
CREB3L4	CREB3L4
CREB3L4	CUX1
CREB3L4	DBP
CREB3L4	E2F1
CREB3L4	E2F2
CREB3L4	E2F3
CREB3L4	E2F4
CREB3L4	E2F6
CREB3L4	ELF2
CREB3L4	ETS1
CREB3L4	ETV6
CREB3L4	FEZF1
CREB3L4	FHL1
CREB3L4	FIZ1
CREB3L4	FLI1
CREB3L4	FOXH1
CREB3L4	FOXO3
CREB3L4	FOXR1
CREB3L4	HEY1
CREB3L4	HSF4
CREB3L4	IKZF3
CREB3L4	IRF1
CREB3L4	IRF2
CREB3L4	IRF3
CREB3L4	JUNB
CREB3L4	KLF1
CREB3L4	KLF10
CREB3L4	KLF13
CREB3L4	KLF16
CREB3L4	KLF6
CREB3L4	KLF9
CREB3L4	LTF
CREB3L4	MAF
CREB3L4	MAFF
CREB3L4	MAFG
CREB3L4	MAZ
CREB3L4	MEF2D
CREB3L4	MLX
CREB3L4	MNX1
CREB3L4	MYBL2
CREB3L4	MYC
CREB3L4	MZF1
CREB3L4	NFE2
CREB3L4	NFE2L3
CREB3L4	NFIX
CREB3L4	NR1D1
CREB3L4	NR3C1
CREB3L4	PBX2
CREB3L4	PLAGL1
CREB3L4	PRDM1
CREB3L4	PRDM5
CREB3L4	RARA
CREB3L4	RELB
CREB3L4	RUNX3
CREB3L4	RXRA
CREB3L4	SMAD7
CREB3L4	SNAI3
CREB3L4	SP1
CREB3L4	SREBF1
CREB3L4	STAT1
CREB3L4	TBX6
CREB3L4	TCF3
CREB3L4	TCF4
CREB3L4	TCFL5
CREB3L4	XBP1
CREB3L4	ZBTB33
CREB3L4	ZBTB38
CREB3L4	ZBTB7B
CREB3L4	ZFP91
CREB3L4	ZNF114
CREB3L4	ZNF189
CREB3L4	ZNF22
CREB3L4	ZNF296
CREB3L4	ZNF341
CREB3L4	ZNF524
CREB3L4	ZNF580
CREB3L4	ZNF581
CREB3L4	ZNF688
CREB3L4	ZNF689
CREB3L4	ZNF764
CREB3L4	ZNF768
CREB3L4	ZNF775
CREB3L4	ZNF784
CREB3L4	ZNF785
CREB3L4	ZNF846
CREB3L4	ZXDA
CTCFL	ARF1
CTCFL	ARID3B
CTCFL	ARID5A
CTCFL	ATF4
CTCFL	ATF5
CTCFL	ATF6
CTCFL	BCL6B
CTCFL	BHLHE22
CTCFL	CAMTA1
CTCFL	CAMTA2
CTCFL	CHD2
CTCFL	CREB3L4
CTCFL	CTCFL
CTCFL	CUX1
CTCFL	DBP
CTCFL	E2F1
CTCFL	E2F2
CTCFL	E2F3
CTCFL	E2F4
CTCFL	E2F6
CTCFL	ELF2
CTCFL	ETS1
CTCFL	ETV6
CTCFL	FEZF1
CTCFL	FHL1
CTCFL	FIZ1
CTCFL	FLI1
CTCFL	FOSB
CTCFL	FOXH1
CTCFL	FOXO3
CTCFL	FOXO4
CTCFL	FOXR1
CTCFL	HDAC1
CTCFL	HEY1
CTCFL	HSF4
CTCFL	ID1
CTCFL	IKZF3
CTCFL	IRF1
CTCFL	IRF2
CTCFL	IRF3
CTCFL	IRF4
CTCFL	JUNB
CTCFL	KLF1
CTCFL	KLF10
CTCFL	KLF13
CTCFL	KLF16
CTCFL	KLF3
CTCFL	KLF6
CTCFL	KLF9
CTCFL	LTF
CTCFL	MAF
CTCFL	MAFF
CTCFL	MAFG
CTCFL	MAZ
CTCFL	MEF2D
CTCFL	MLX
CTCFL	MNX1
CTCFL	MYBL2
CTCFL	MYC
CTCFL	MZF1
CTCFL	NFATC2
CTCFL	NFE2
CTCFL	NFE2L1
CTCFL	NFE2L2
