Symbol,Type,Cell
PMM1,up,OPM2
PNPLA6,up,OPM2
PNRC1,up,OPM2
POLD4,up,OPM2
POLR3GL,up,OPM2
PPAP2A,up,OPM2
PPP1R18,up,OPM2
PPP1R3B,up,OPM2
PRAME,up,OPM2
PREPL,up,OPM2
PRKAR1A,up,OPM2
PRR5L,up,OPM2
PSAP,up,OPM2
PSD4,up,OPM2
PSMB9,up,OPM2
PTAR1,up,OPM2
PTEN,up,OPM2
PTGER4,up,OPM2
PTPRG,up,OPM2
PTPRM,up,OPM2
R3HDM2,up,OPM2
RAB15,up,OPM2
RAB5B,up,OPM2
RAB8B,up,OPM2
RABAC1,up,OPM2
RABEP2,up,OPM2
RAC2,up,OPM2
RALGPS2,up,OPM2
RARA,up,OPM2
RASAL3,up,OPM2
RASSF4,up,OPM2
RASSF5,up,OPM2
RBCK1,up,OPM2
RCBTB2,up,OPM2
RCSD1,up,OPM2
REEP5,up,OPM2
RELB,up,OPM2
RERE,up,OPM2
RERG,up,OPM2
RHOB,up,OPM2
RHOBTB2,up,OPM2
RHOC,up,OPM2
RIT1,up,OPM2
RNF187,up,OPM2
RORC,up,OPM2
RRAS,up,OPM2
RTN2,up,OPM2
RUNX3,up,OPM2
S100A11,up,OPM2
S100A4,up,OPM2
SASH1,up,OPM2
SATB1,up,OPM2
SBF1,up,OPM2
SCP2,up,OPM2
SCPEP1,up,OPM2
SDC2,up,OPM2
SDCBP,up,OPM2
SELPLG,up,OPM2
SEMA4D,up,OPM2
SEPP1,up,OPM2
9-Sep,up,OPM2
SERINC1,up,OPM2
SERPINI1,up,OPM2
SESN1,up,OPM2
SESN2,up,OPM2
SGCB,up,OPM2
SGPL1,up,OPM2
SH2D2A,up,OPM2
SH3BGRL,up,OPM2
SH3BP1,up,OPM2
SHISA5,up,OPM2
SIAE,up,OPM2
SIDT2,up,OPM2
SIN3B,up,OPM2
SIRT2,up,OPM2
SLC17A5,up,OPM2
SLC25A23,up,OPM2
SLC25A37,up,OPM2
SLC25A42,up,OPM2
SLC35A5,up,OPM2
SLC35E2B,up,OPM2
SLC39A13,up,OPM2
SLC9A9,up,OPM2
SMAD1,up,OPM2
SMARCA2,up,OPM2
SMOX,up,OPM2
SMPD1,up,OPM2
SNTA1,up,OPM2
SNTB2,up,OPM2
SNX6,up,OPM2
SOX9,up,OPM2
SPECC1,up,OPM2
SQSTM1,up,OPM2
ST3GAL2,up,OPM2
ST8SIA4,up,OPM2
STAT3,up,OPM2
STAT6,up,OPM2
STIM1,up,OPM2
STK10,up,OPM2
STK16,up,OPM2
STK17A,up,OPM2
STK17B,up,OPM2
STK40,up,OPM2
SUN2,up,OPM2
SUOX,up,OPM2
SYNE3,up,OPM2
SYT1,up,OPM2
TADA3,up,OPM2
TAPBP,up,OPM2
TBC1D17,up,OPM2
TBKBP1,up,OPM2
TCAIM,up,OPM2
TCN2,up,OPM2
TCTA,up,OPM2
TDRKH,up,OPM2
TEX30,up,OPM2
THEM5,up,OPM2
TIMP1,up,OPM2
TK2,up,OPM2
TLE3,up,OPM2
TLN1,up,OPM2
TMBIM1,up,OPM2
TMC8,up,OPM2
TMEM127,up,OPM2
TMEM19,up,OPM2
TMEM229B,up,OPM2
TMEM37,up,OPM2
TMSB4X,up,OPM2
TMUB2,up,OPM2
TMX4,up,OPM2
TNFAIP8L2,up,OPM2
TNFRSF1B,up,OPM2
TNKS,up,OPM2
TNRC18,up,OPM2
TOM1,up,OPM2
TOM1L2,up,OPM2
TOP2B,up,OPM2
TOX2,up,OPM2
TP53INP1,up,OPM2
TP53INP2,up,OPM2
TPGS1,up,OPM2
TPP1,up,OPM2
TPST2,up,OPM2
TPT1,up,OPM2
TRAF3IP3,up,OPM2
TRAF6,up,OPM2
TRAFD1,up,OPM2
TRAPPC6A,up,OPM2
TRIM21,up,OPM2
TRIM44,up,OPM2
TRIM58,up,OPM2
TRMT1L,up,OPM2
TRPM8,up,OPM2
TSC22D3,up,OPM2
TSC22D4,up,OPM2
TSPAN31,up,OPM2
TXNIP,up,OPM2
UBE2H,up,OPM2
UBL3,up,OPM2
UNC93B1,up,OPM2
USP2,up,OPM2
USP53,up,OPM2
VAV1,up,OPM2
VCL,up,OPM2
VPS11,up,OPM2
VPS39,up,OPM2
WASF1,up,OPM2
WBP1L,up,OPM2
WDR26,up,OPM2
WDR81,up,OPM2
WDTC1,up,OPM2
WFS1,up,OPM2
WIPF1,up,OPM2
WSB2,up,OPM2
YIPF1,up,OPM2
YPEL3,up,OPM2
YPEL5,up,OPM2
ZBED6,up,OPM2
ZBP1,up,OPM2
ZER1,up,OPM2
ZFP36,up,OPM2
ZFP36L2,up,OPM2
ZMYM3,up,OPM2
ZNF277,up,OPM2
ZNF358,up,OPM2
ZNF609,up,OPM2
ZNF654,up,OPM2
ZNFX1,up,OPM2
ZNRF1,up,OPM2
ZNRF2,up,OPM2
ZYX,up,OPM2
