Symbol,Type,Cell
ARFRP1,down,H929
ARHGAP11A,down,H929
ARL5B,down,H929
ARL6IP6,down,H929
ARMC1,down,H929
ARMCX5,down,H929
ARMT1,down,H929
ARPC1A,down,H929
ARPP19,down,H929
ASF1B,down,H929
ASPM,down,H929
ATAD1,down,H929
ATAD2,down,H929
ATAD3A,down,H929
ATF4,down,H929
ATF5,down,H929
ATG101,down,H929
ATG3,down,H929
ATIC,down,H929
ATL2,down,H929
ATP11C,down,H929
ATP13A3,down,H929
ATP2A2,down,H929
ATP5G1,down,H929
ATP8B2,down,H929
ATR,down,H929
ATRIP,down,H929
AURKB,down,H929
AVEN,down,H929
AZIN1,down,H929
B4GALT2,down,H929
BAG4,down,H929
BARD1,down,H929
BAZ1A,down,H929
BCCIP,down,H929
BCLAF1,down,H929
BCS1L,down,H929
BIRC5,down,H929
BLM,down,H929
BMS1,down,H929
BNIP1,down,H929
BNIP3,down,H929
BOD1,down,H929
BOLA3,down,H929
BRCA1,down,H929
BRI3BP,down,H929
BRIX1,down,H929
BTG3,down,H929
BUB1B,down,H929
BYSL,down,H929
BZW2,down,H929
C10orf2,down,H929
C12orf29,down,H929
C12orf45,down,H929
C12orf57,down,H929
C14orf80,down,H929
C15orf57,down,H929
C15orf61,down,H929
C16orf59,down,H929
C16orf74,down,H929
C16orf91,down,H929
C17orf58,down,H929
C17orf96,down,H929
C19orf48,down,H929
C1orf109,down,H929
C1orf112,down,H929
C1orf21,down,H929
C1QBP,down,H929
C20orf27,down,H929
C4orf32,down,H929
C4orf46,down,H929
C5orf30,down,H929
C5orf51,down,H929
C8orf59,down,H929
C9orf142,down,H929
C9orf40,down,H929
CACYBP,down,H929
CAD,down,H929
CALU,down,H929
CAMKK2,down,H929
CAMSAP1,down,H929
CANX,down,H929
CASC5,down,H929
CBFB,down,H929
CBWD1,down,H929
CBWD2,down,H929
CBX1,down,H929
CBX5,down,H929
CCDC112,down,H929
CCDC138,down,H929
CCDC167,down,H929
CCDC34,down,H929
CCDC47,down,H929
CCDC58,down,H929
CCDC59,down,H929
CCDC86,down,H929
CCL3,down,H929
CCL3L3,down,H929
CCNA2,down,H929
CCNB1,down,H929
CCND1,down,H929
CCNE1,down,H929
CCNE2,down,H929
CCNF,down,H929
CCSAP,down,H929
CCT2,down,H929
CCT3,down,H929
CCT4,down,H929
CCT5,down,H929
CCT6A,down,H929
CCT7,down,H929
CCT8,down,H929
CD38,down,H929
CD48,down,H929
CD55,down,H929
CDC20,down,H929
CDC23,down,H929
CDC25A,down,H929
CDC25B,down,H929
CDC25C,down,H929
CDC45,down,H929
CDC6,down,H929
CDCA2,down,H929
CDCA4,down,H929
CDCA5,down,H929
CDCA7L,down,H929
CDK1,down,H929
CDK2,down,H929
CDK4,down,H929
CDK6,down,H929
CDK7,down,H929
CDKN3,down,H929
CDT1,down,H929
CEBPG,down,H929
CEBPZ,down,H929
CENPA,down,H929
CENPE,down,H929
CENPH,down,H929
CENPK,down,H929
CENPL,down,H929
CENPM,down,H929
CENPN,down,H929
CENPQ,down,H929
CENPU,down,H929
CENPV,down,H929
CEP128,down,H929
CEP135,down,H929
CEP170,down,H929
CEP55,down,H929
CEP76,down,H929
CEP78,down,H929
CEP85,down,H929
CEP97,down,H929
CERS6,down,H929
CETN3,down,H929
CFAP97,down,H929
CGRRF1,down,H929
CHAC2,down,H929
CHAF1A,down,H929
CHAF1B,down,H929
CHAMP1,down,H929
CHCHD3,down,H929
CHCHD4,down,H929
CHEK1,down,H929
CHEK2,down,H929
CHML,down,H929
CHORDC1,down,H929
CHRAC1,down,H929
CHTF18,down,H929
CIRH1A,down,H929
CISD1,down,H929
CISD3,down,H929
CKS1B,down,H929
CLEC2D,down,H929
CLINT1,down,H929
CLNS1A,down,H929
CLPTM1L,down,H929
CLUH,down,H929
CMC2,down,H929
CMSS1,down,H929
CMTM7,down,H929
CNIH1,down,H929
CNNM4,down,H929
COA1,down,H929
COA4,down,H929
COA6,down,H929
COA7,down,H929
COLGALT1,down,H929
COMTD1,down,H929
COPRS,down,H929
COPS2,down,H929
COPS3,down,H929
COQ3,down,H929
COX16,down,H929
CRLS1,down,H929
CS,down,H929
CSE1L,down,H929
CSF2RB,down,H929
CSNK2A3,down,H929
CSTF3,down,H929
CTDSPL2,down,H929
CTPS1,down,H929
CTU2,down,H929
CXCR3,down,H929
CYCS,down,H929
CYP51A1,down,H929
DANCR,down,H929
DARS,down,H929
DARS2,down,H929
DAZAP1,down,H929
DBF4,down,H929
DBR1,down,H929
DCAF13,down,H929
DCAF4,down,H929
DCK,down,H929
DCPS,down,H929
DCTN6,down,H929
DCTPP1,down,H929
DCUN1D5,down,H929
DDI2,down,H929
DDIAS,down,H929
DDN,down,H929
DDX1,down,H929
DDX10,down,H929
DDX18,down,H929
DDX20,down,H929
DDX21,down,H929
DDX28,down,H929
DDX39A,down,H929
DDX46,down,H929
DDX47,down,H929
DDX51,down,H929
DDX55,down,H929
DDX56,down,H929
DEPDC1,down,H929
DEPDC1B,down,H929
DESI1,down,H929
DGAT2,down,H929
DGCR8,down,H929
DHCR24,down,H929
DHCR7,down,H929
DHFR,down,H929
DHX15,down,H929
DHX33,down,H929
DHX9,down,H929
DIMT1,down,H929
DKC1,down,H929
DLAT,down,H929
DLGAP5,down,H929
DNAAF5,down,H929
DNAJA3,down,H929
DNAJC19,down,H929
DNAJC2,down,H929
DNAJC25,down,H929
DNAJC9,down,H929
DOLPP1,down,H929
DONSON,down,H929
DPAGT1,down,H929
DPH2,down,H929
DPH5,down,H929
DPM1,down,H929
DPYSL2,down,H929
DRG1,down,H929
DSCC1,down,H929
DSN1,down,H929
DTL,down,H929
DTWD2,down,H929
DTYMK,down,H929
DUS2,down,H929
DUSP12,down,H929
DUSP2,down,H929
DUSP7,down,H929
DUT,down,H929
E2F2,down,H929
E2F3,down,H929
E2F8,down,H929
EAF2,down,H929
EBNA1BP2,down,H929
EBP,down,H929
EBPL,down,H929
ECE2,down,H929
ECT2,down,H929
EDRF1,down,H929
EEF1E1,down,H929
EEF2KMT,down,H929
EGR1,down,H929
EHD4,down,H929
EIF1AD,down,H929
EIF1AX,down,H929
EIF2A,down,H929
EIF2B3,down,H929
EIF2S1,down,H929
EIF2S2,down,H929
EIF3A,down,H929
EIF3J,down,H929
EIF4A2,down,H929
EIF4A3,down,H929
EIF4E,down,H929
EIF4EBP1,down,H929
EIF5A,down,H929
EIF5AL1,down,H929
EIF5B,down,H929
ELL2,down,H929
ELP5,down,H929
EMC6,down,H929
EMC9,down,H929
EMG1,down,H929
EMP2,down,H929
ENO2,down,H929
ENOPH1,down,H929
EPOR,down,H929
EPRS,down,H929
EPT1,down,H929
ERC1,down,H929
ERCC6L,down,H929
ERCC8,down,H929
ERH,down,H929
ERI1,down,H929
ERI3,down,H929
ERLIN1,down,H929
ESCO2,down,H929
ESF1,down,H929
ESPL1,down,H929
ETF1,down,H929
ETV4,down,H929
ETV5,down,H929
EXO1,down,H929
EXOSC2,down,H929
EXOSC3,down,H929
EXOSC5,down,H929
EXOSC8,down,H929
EXOSC9,down,H929
EZH2,down,H929
FABP5,down,H929
FADS1,down,H929
FADS2,down,H929
FAM111A,down,H929
FAM111B,down,H929
FAM118B,down,H929
FAM136A,down,H929
FAM208B,down,H929
FAM210A,down,H929
FAM216A,down,H929
FAM60A,down,H929
FAM64A,down,H929
FAM98A,down,H929
FANCD2,down,H929
FANCE,down,H929
FANCG,down,H929
FANCI,down,H929
FAR1,down,H929
FARSA,down,H929
FARSB,down,H929
FASTKD1,down,H929
FASTKD3,down,H929
FASTKD5,down,H929
FBL,down,H929
FBXO18,down,H929
FBXO5,down,H929
FCRL2,down,H929
FDXACB1,down,H929
FEM1B,down,H929
FEN1,down,H929
FH,down,H929
FHL1,down,H929
FIGNL1,down,H929
FITM2,down,H929
FJX1,down,H929
FKBP11,down,H929
FKBP1A,down,H929
FKBP4,down,H929
FKBPL,down,H929
FOXJ1,down,H929
FOXM1,down,H929
FOXN2,down,H929
FOXRED2,down,H929
FRG1,down,H929
FSD1,down,H929
FTSJ1,down,H929
FTSJ3,down,H929
G3BP1,down,H929
GABRR2,down,H929
GADD45GIP1,down,H929
GALNT14,down,H929
GALNT18,down,H929
GAR1,down,H929
GARS,down,H929
GART,down,H929
GCAT,down,H929
GCN1,down,H929
GDI2,down,H929
GEMIN2,down,H929
GEMIN4,down,H929
GEMIN5,down,H929
GEMIN6,down,H929
GFPT1,down,H929
GGCT,down,H929
GGH,down,H929
GINS1,down,H929
GINS2,down,H929
GINS3,down,H929
GINS4,down,H929
GJB2,down,H929
GLA,down,H929
GLB1L2,down,H929
GLDC,down,H929
GLIPR2,down,H929
GLRX2,down,H929
GMFB,down,H929
GMNN,down,H929
GMPPB,down,H929
GMPS,down,H929
GNB4,down,H929
GNG7,down,H929
GNL2,down,H929
GNL3,down,H929
GNPDA1,down,H929
GNPNAT1,down,H929
GOLT1B,down,H929
GOT2,down,H929
GPATCH4,down,H929
GPD1L,down,H929
GPN3,down,H929
GPR160,down,H929
GPRC5D,down,H929
GPRIN1,down,H929
GPT2,down,H929
GRPEL1,down,H929
GRPEL2,down,H929
GRSF1,down,H929
GRWD1,down,H929
GS1-124K5.11,down,H929
GSG2,down,H929
GSPT1,down,H929
GSTCD,down,H929
GSTO1,down,H929
GTF2A1,down,H929
GTF2A2,down,H929
GTF2F2,down,H929
GTF2H4,down,H929
GTF3A,down,H929
GTPBP3,down,H929
GTPBP4,down,H929
GTSE1,down,H929
H2AFX,down,H929
H2AFZ,down,H929
HAT1,down,H929
HAUS1,down,H929
HAUS3,down,H929
HAUS6,down,H929
HAUS7,down,H929
HAUS8,down,H929
HAX1,down,H929
HBS1L,down,H929
HDAC2,down,H929
HDDC3,down,H929
HEATR1,down,H929
HELLS,down,H929
HES1,down,H929
HIBCH,down,H929
HIF1A,down,H929
HIGD1A,down,H929
HIP1,down,H929
HIRIP3,down,H929
HJURP,down,H929
HK2,down,H929
HLTF,down,H929
HMBS,down,H929
HMGA1,down,H929
HMGB1,down,H929
HMGB3,down,H929
HN1L,down,H929
HNRNPA0,down,H929
HNRNPA1,down,H929
HNRNPA2B1,down,H929
HNRNPA3,down,H929
HNRNPAB,down,H929
HNRNPD,down,H929
HNRNPDL,down,H929
HNRNPH1,down,H929
HNRNPH3,down,H929
HOOK1,down,H929
HOOK3,down,H929
HPDL,down,H929
HPRT1,down,H929
HRASLS2,down,H929
HSD17B12,down,H929
HSD17B8,down,H929
HSP90AA1,down,H929
HSP90AB1,down,H929
HSPA13,down,H929
HSPA14,down,H929
HSPA4,down,H929
HSPA4L,down,H929
HSPA8,down,H929
HSPA9,down,H929
HSPBP1,down,H929
HSPD1,down,H929
HSPE1,down,H929
HSPH1,down,H929
HTRA2,down,H929
IARS,down,H929
ICAM2,down,H929
ICMT,down,H929
IDH3A,down,H929
IFRD1,down,H929
IFRD2,down,H929
IGHD1-1,down,H929
IGHJ3,down,H929
IGKC,down,H929
IGKJ1,down,H929
IGKJ2,down,H929
IGKJ3,down,H929
IGKJ4,down,H929
IGKJ5,down,H929
IGKV3-11,down,H929
IGKV3-15,down,H929
IGKV3-20,down,H929
IGKV3-7,down,H929
IGKV3D-11,down,H929
IGKV3D-15,down,H929
IGLL5,down,H929
IKBIP,down,H929
IL6R,down,H929
ILF2,down,H929
IMP3,down,H929
IMP4,down,H929
IMPA2,down,H929
IMPDH2,down,H929
INTS12,down,H929
IPO11,down,H929
IPO5,down,H929
IPO7,down,H929
IQCB1,down,H929
IRF4,down,H929
ISG20L2,down,H929
ITGB3BP,down,H929
ITPRIPL2,down,H929
IVNS1ABP,down,H929
JADE1,down,H929
KANK1,down,H929
KARS,down,H929
KAT2A,down,H929
KATNB1,down,H929
KBTBD8,down,H929
KCNK6,down,H929
KCTD3,down,H929
KDELR1,down,H929
KDELR2,down,H929
KHDC1L,down,H929
KIAA0020,down,H929
KIAA0101,down,H929
KIAA1524,down,H929
KIAA1715,down,H929
KIF11,down,H929
KIF14,down,H929
KIF15,down,H929
KIF18B,down,H929
KIF20A,down,H929
KIF20B,down,H929
KIF22,down,H929
KIF23,down,H929
KIF26A,down,H929
KIF2A,down,H929
KIF2C,down,H929
KIFC1,down,H929
KLF2,down,H929
KLHL15,down,H929
KLHL8,down,H929
KNOP1,down,H929
KNSTRN,down,H929
KNTC1,down,H929
KPNA2,down,H929
KPNA3,down,H929
KPNB1,down,H929
KRR1,down,H929
LACTB2,down,H929
LARP1,down,H929
LARP4,down,H929
LARS,down,H929
LAS1L,down,H929
LBR,down,H929
LDHA,down,H929
LIG1,down,H929
LIG3,down,H929
LILRB4,down,H929
LIN9,down,H929
LINC01480,down,H929
LMAN1,down,H929
LMNB1,down,H929
LOC100506248,down,H929
LOC101929206,down,H929
LOC727896,down,H929
LOC728026,down,H929
LONP1,down,H929
LPCAT1,down,H929
LRP12,down,H929
LRPPRC,down,H929
LRR1,down,H929
LRRC40,down,H929
LRRC59,down,H929
LRRC8D,down,H929
LSM2,down,H929
LSM4,down,H929
LSM5,down,H929
LSM6,down,H929
LTN1,down,H929
LTV1,down,H929
LYAR,down,H929
LYRM7,down,H929
LZIC,down,H929
MAD2L1,down,H929
MAGEA1,down,H929
MAGOH,down,H929
MAK16,down,H929
MALSU1,down,H929
MAN1C1,down,H929
MANBAL,down,H929
MANEA,down,H929
MANEAL,down,H929
MANF,down,H929
MAP1B,down,H929
MAPK6,down,H929
MARCKSL1,down,H929
MARS,down,H929
MARS2,down,H929
MARVELD1,down,H929
MASTL,down,H929
MAZ,down,H929
MB21D1,down,H929
MBD2,down,H929
MBLAC2,down,H929
MCC,down,H929
MCM10,down,H929
MCM2,down,H929
MCM3,down,H929
MCM4,down,H929
MCM5,down,H929
MCM6,down,H929
MCM7,down,H929
MCMBP,down,H929
MCTS2P,down,H929
MCUR1,down,H929
MDFIC,down,H929
MDN1,down,H929
ME2,down,H929
MECR,down,H929
MELK,down,H929
MESP1,down,H929
METAP1,down,H929
METAP2,down,H929
METTL1,down,H929
METTL2A,down,H929
METTL2B,down,H929
METTL5,down,H929
MFF,down,H929
MGC12916,down,H929
MICB,down,H929
MID1IP1,down,H929
MIR1244-2,down,H929
MIR1304,down,H929
MIR4444-2,down,H929
MIS12,down,H929
MIS18A,down,H929
MKI67,down,H929
MMACHC,down,H929
MMGT1,down,H929
MND1,down,H929
MNX1-AS1,down,H929
MOB1B,down,H929
MORC1,down,H929
MORF4L2,down,H929
MPC1,down,H929
MPDU1,down,H929
MPHOSPH10,down,H929
MPHOSPH6,down,H929
MPV17L2,down,H929
MRPL1,down,H929
MRPL11,down,H929
MRPL12,down,H929
MRPL13,down,H929
MRPL14,down,H929
MRPL15,down,H929
MRPL17,down,H929
MRPL18,down,H929
MRPL2,down,H929
MRPL21,down,H929
MRPL22,down,H929
MRPL3,down,H929
MRPL32,down,H929
MRPL35,down,H929
MRPL37,down,H929
MRPL39,down,H929
MRPL4,down,H929
MRPL42,down,H929
MRPL46,down,H929
MRPL48,down,H929
MRPL50,down,H929
MRPL52,down,H929
MRPL55,down,H929
MRPS17,down,H929
MRPS2,down,H929
MRPS23,down,H929
MRPS24,down,H929
MRPS26,down,H929
MRPS28,down,H929
MRPS30,down,H929
MRPS34,down,H929
MRPS35,down,H929
MRPS5,down,H929
MRRF,down,H929
MRTO4,down,H929
MSH2,down,H929
MSH6,down,H929
MSTO1,down,H929
MT2A,down,H929
MTAP,down,H929
MTDH,down,H929
MTERF3,down,H929
MTFP1,down,H929
MTFR1,down,H929
MTHFD1,down,H929
MTHFD1L,down,H929
MTMR12,down,H929
MTMR4,down,H929
MTPAP,down,H929
MTX2,down,H929
MVB12A,down,H929
MYB,down,H929
MYBBP1A,down,H929
MYBL2,down,H929
MYC,down,H929
MYEOV,down,H929
MYO19,down,H929
MYO1E,down,H929
MZT1,down,H929
NAA15,down,H929
NAA20,down,H929
NAA25,down,H929
NAA38,down,H929
NAA50,down,H929
NADK2,down,H929
NAF1,down,H929
NANS,down,H929
NARS,down,H929
NARS2,down,H929
NASP,down,H929
NAT10,down,H929
NCAPD3,down,H929
NCAPG,down,H929
NCAPG2,down,H929
NCAPH,down,H929
NCAPH2,down,H929
NCBP1,down,H929
NCL,down,H929
NCLN,down,H929
NDC1,down,H929
NDC80,down,H929
NDUFAB1,down,H929
NDUFAF2,down,H929
NDUFAF4,down,H929
NDUFS5,down,H929
NEIL3,down,H929
NEK4,down,H929
NEMP1,down,H929
NET1,down,H929
NETO2,down,H929
NFE2L2,down,H929
NFYB,down,H929
NGDN,down,H929
NHEJ1,down,H929
NHP2,down,H929
NIF3L1,down,H929
NIFK,down,H929
NIP7,down,H929
NIPA2,down,H929
NKIRAS1,down,H929
NKRF,down,H929
NLE1,down,H929
NLN,down,H929
NMD3,down,H929
NME1,down,H929
NOC3L,down,H929
NOCT,down,H929
NOL10,down,H929
NOL11,down,H929
NOL6,down,H929
NOL7,down,H929
NOLC1,down,H929
NOP14,down,H929
NOP16,down,H929
NOP2,down,H929
NOP56,down,H929
NOP58,down,H929
NPM1,down,H929
NPM3,down,H929
NR2C2AP,down,H929
NRM,down,H929
NSUN2,down,H929
NT5DC2,down,H929
NTAN1,down,H929
NTHL1,down,H929
NTMT1,down,H929
NUCKS1,down,H929
NUDCD1,down,H929
NUDT19,down,H929
NUDT21,down,H929
NUDT9,down,H929
NUF2,down,H929
NUP107,down,H929
NUP155,down,H929
NUP160,down,H929
NUP188,down,H929
NUP205,down,H929
NUP35,down,H929
NUP43,down,H929
NUP50,down,H929
NUP54,down,H929
NUP58,down,H929
NUP85,down,H929
NUP88,down,H929
NUP93,down,H929
NUPL2,down,H929
NUS1,down,H929
NUSAP1,down,H929
NXT1,down,H929
OCRL,down,H929
OCSTAMP,down,H929
OGFOD1,down,H929
OIP5,down,H929
OIP5-AS1,down,H929
ORC1,down,H929
ORC5,down,H929
ORC6,down,H929
OSGEP,down,H929
OTUD6B,down,H929
P2RX5,down,H929
P2RY6,down,H929
PA2G4,down,H929
PA2G4P4,down,H929
PAFAH1B3,down,H929
PAGE1,down,H929
PAICS,down,H929
PAK1IP1,down,H929
PAQR4,down,H929
PARP2,down,H929
PARPBP,down,H929
PARVB,down,H929
PAXBP1,down,H929
PBK,down,H929
PCM1,down,H929
PCNA,down,H929
PDCD11,down,H929
PDCD2L,down,H929
PDCD5,down,H929
PDCL3,down,H929
PDE12,down,H929
PDF,down,H929
PDGFB,down,H929
PDIK1L,down,H929
PDK1,down,H929
PDSS1,down,H929
PEBP1,down,H929
PECAM1,down,H929
PELP1,down,H929
PES1,down,H929
PEX10,down,H929
PFAS,down,H929
PFDN2,down,H929
PFDN6,down,H929
PFKM,down,H929
PGAM1,down,H929
PGAM5,down,H929
PGD,down,H929
PGRMC1,down,H929
PGRMC2,down,H929
PHAX,down,H929
PHB,down,H929
PHF10,down,H929
PHF5A,down,H929
PHGDH,down,H929
PHLDA2,down,H929
PI4K2B,down,H929
PIGU,down,H929
PIGW,down,H929
PINX1,down,H929
PITPNA-AS1,down,H929
PITPNB,down,H929
PKMYT1,down,H929
PLA2G4A,down,H929
PLAGL2,down,H929
PLD6,down,H929
PLK4,down,H929
PLTP,down,H929
PMM2,down,H929
PMS2P1,down,H929
PNN,down,H929
PNO1,down,H929
PNP,down,H929
PNPT1,down,H929
POC1A,down,H929
PODXL2,down,H929
POLA1,down,H929
POLA2,down,H929
POLD2,down,H929
POLD3,down,H929
POLE,down,H929
POLE2,down,H929
POLE3,down,H929
POLK,down,H929
POLR1B,down,H929
POLR1C,down,H929
POLR1E,down,H929
POLR2D,down,H929
POLR2H,down,H929
POLR2I,down,H929
POLR3B,down,H929
POLR3D,down,H929
POLR3G,down,H929
POLR3H,down,H929
POLR3K,down,H929
POMGNT2,down,H929
POP1,down,H929
POP5,down,H929
POP7,down,H929
POU2AF1,down,H929
PPAT,down,H929
PPIAL4C,down,H929
PPIF,down,H929
PPIH,down,H929
PPIL1,down,H929
PPIL3,down,H929
PPP1R14B,down,H929
PPP1R15B,down,H929
PPP5C,down,H929
PPRC1,down,H929
PPTC7,down,H929
PRC1,down,H929
PRDX4,down,H929
PRELID3B,down,H929
PRIM1,down,H929
PRKCI,down,H929
PRKD2,down,H929
PRKDC,down,H929
PRMT1,down,H929
PRMT3,down,H929
PRMT5,down,H929
PRPF19,down,H929
PRPF3,down,H929
PRPF4,down,H929
PRPF40A,down,H929
PRPS2,down,H929
PRR15,down,H929
PRR3,down,H929
PSAT1,down,H929
PSMA2,down,H929
PSMA3,down,H929
PSMA5,down,H929
PSMB2,down,H929
PSMB5,down,H929
PSMC3,down,H929
PSMD1,down,H929
PSMD11,down,H929
PSMD12,down,H929
PSMD14,down,H929
PSMD7,down,H929
PSME2,down,H929
PSMG1,down,H929
PSMG3,down,H929
PSMG4,down,H929
PSPH,down,H929
PTCD3,down,H929
PTDSS1,down,H929
PTMA,down,H929
PTP4A1,down,H929
PTRH2,down,H929
PTS,down,H929
PTTG1,down,H929
PUS1,down,H929
PUS7,down,H929
PUS7L,down,H929
PUSL1,down,H929
PWP1,down,H929
PXMP2,down,H929
PYCR1,down,H929
PYCR2,down,H929
QRSL1,down,H929
QSER1,down,H929
QSOX2,down,H929
QTRTD1,down,H929
RAB31,down,H929
RAB36,down,H929
RABEPK,down,H929
RABGGTB,down,H929
RAC1,down,H929
RAC3,down,H929
RACGAP1,down,H929
RAD1,down,H929
RAD18,down,H929
RAD51,down,H929
RAD51AP1,down,H929
RAD51C,down,H929
RANBP1,down,H929
RANGAP1,down,H929
RAPGEF5,down,H929
RAPGEF6,down,H929
RBFA,down,H929
RBL1,down,H929
RBM12,down,H929
RBM14,down,H929
RBM28,down,H929
RBMX,down,H929
RBMXL1,down,H929
RCC1,down,H929
RCL1,down,H929
RCN1,down,H929
RCN3,down,H929
RDH11,down,H929
RDX,down,H929
RFC1,down,H929
RFC2,down,H929
RFC3,down,H929
RFC4,down,H929
RFC5,down,H929
RFWD3,down,H929
RGS16,down,H929
RHNO1,down,H929
RHOQ,down,H929
RHPN2,down,H929
RIF1,down,H929
RINT1,down,H929
RIOK1,down,H929
RIOK2,down,H929
RMDN3,down,H929
RMI1,down,H929
RMND1,down,H929
RNASE4,down,H929
RNASEH1,down,H929
RNASEH2A,down,H929
RNF126,down,H929
RNF138,down,H929
RNF141,down,H929
RPA2,down,H929
RPF2,down,H929
RPIA,down,H929
RPL17,down,H929
RPL22L1,down,H929
RPL39L,down,H929
RPL41,down,H929
RPL7L1,down,H929
RPP40,down,H929
RPRD1A,down,H929
RPUSD2,down,H929
RQCD1,down,H929
RRM1,down,H929
RRM2,down,H929
RRN3,down,H929
RRP1,down,H929
RRP12,down,H929
RRP1B,down,H929
RRP7A,down,H929
RRP9,down,H929
RRS1,down,H929
RSAD1,down,H929
RSL1D1,down,H929
RSL24D1,down,H929
RSPRY1,down,H929
RTCB,down,H929
RUVBL1,down,H929
RUVBL2,down,H929
RWDD1,down,H929
S100A10,down,H929
SAAL1,down,H929
SAC3D1,down,H929
SAE1,down,H929
SAP30,down,H929
SAPCD2,down,H929
SBDS,down,H929
SBDSP1,down,H929
SBF2-AS1,down,H929
SCD,down,H929
SDAD1,down,H929
SDE2,down,H929
SDF2L1,down,H929
SDHAF3,down,H929
SDHB,down,H929
SEC24A,down,H929
SECISBP2,down,H929
SEH1L,down,H929
SELK,down,H929
3-Sep,down,H929
11-Sep,down,H929
SERBP1,down,H929
SET,down,H929
SETD6,down,H929
SETD7,down,H929
SETSIP,down,H929
SF3A3,down,H929
SF3B2,down,H929
SFXN1,down,H929
SFXN4,down,H929
SH3RF1,down,H929
SHCBP1,down,H929
SHMT1,down,H929
SHMT2,down,H929
SIGMAR1,down,H929
SIVA1,down,H929
SKA1,down,H929
SKA2,down,H929
SKA3,down,H929
SKIV2L2,down,H929
SKP2,down,H929
SLAMF7,down,H929
SLBP,down,H929
SLC16A1,down,H929
SLC17A9,down,H929
SLC19A1,down,H929
SLC19A2,down,H929
SLC1A5,down,H929
SLC20A1,down,H929
SLC25A10,down,H929
SLC25A13,down,H929
SLC25A17,down,H929
SLC25A22,down,H929
SLC25A32,down,H929
SLC25A33,down,H929
SLC25A4,down,H929
SLC27A4,down,H929
SLC29A1,down,H929
SLC2A1,down,H929
SLC31A1,down,H929
SLC35F2,down,H929
SLC37A4,down,H929
SLC38A2,down,H929
SLC39A14,down,H929
SLC39A3,down,H929
SLC39A8,down,H929
SLC43A3,down,H929
SLC5A6,down,H929
SLC7A1,down,H929
SLIRP,down,H929
SMC2,down,H929
SMCHD1,down,H929
SMPD4,down,H929
SMS,down,H929
SMYD5,down,H929
SNAPC5,down,H929
SNHG1,down,H929
SNHG15,down,H929
SNHG16,down,H929
SNHG17,down,H929
SNHG3,down,H929
SNHG4,down,H929
SNHG7,down,H929
SNORA18,down,H929
SNORA32,down,H929
SNORA4,down,H929
SNORA40,down,H929
SNORA61,down,H929
SNORA63,down,H929
SNORA73A,down,H929
SNORA73B,down,H929
SNORA8,down,H929
SNORD101,down,H929
SNORD110,down,H929
SNORD14B,down,H929
SNORD14C,down,H929
SNORD14D,down,H929
SNORD14E,down,H929
SNORD16,down,H929
SNORD18C,down,H929
SNORD2,down,H929
SNORD22,down,H929
SNORD25,down,H929
SNORD26,down,H929
SNORD27,down,H929
SNORD28,down,H929
SNORD29,down,H929
SNORD30,down,H929
SNORD31,down,H929
SNORD36A,down,H929
SNORD36C,down,H929
SNORD43,down,H929
SNORD44,down,H929
SNORD45A,down,H929
SNORD45B,down,H929
SNORD47,down,H929
SNORD48,down,H929
SNORD4A,down,H929
SNORD5,down,H929
SNORD52,down,H929
SNORD55,down,H929
SNORD58A,down,H929
SNORD6,down,H929
SNORD74,down,H929
SNORD75,down,H929
SNORD76,down,H929
SNORD77,down,H929
SNORD78,down,H929
SNORD79,down,H929
SNORD80,down,H929
SNORD81,down,H929
SNORD83A,down,H929
SNORD83B,down,H929
SNORD87,down,H929
SNORD96A,down,H929
SNRNP25,down,H929
SNRNP40,down,H929
SNRNP48,down,H929
SNRPA,down,H929
SNRPA1,down,H929
SNRPB,down,H929
SNRPC,down,H929
SNRPD1,down,H929
SNRPE,down,H929
SNRPF,down,H929
SNRPG,down,H929
SNU13,down,H929
SOD2,down,H929
SORD,down,H929
SPAG5,down,H929
SPATS2,down,H929
SPATS2L,down,H929
SPC24,down,H929
SPC25,down,H929
SPDL1,down,H929
SPR,down,H929
SPRR2A,down,H929
SPTBN1,down,H929
SPTSSA,down,H929
SQLE,down,H929
SRFBP1,down,H929
SRI,down,H929
SRM,down,H929
SRPK1,down,H929
SRRD,down,H929
SRRT,down,H929
SRSF1,down,H929
SRSF10,down,H929
SRSF2,down,H929
SRSF3,down,H929
SRSF4,down,H929
SRSF7,down,H929
SRXN1,down,H929
SSB,down,H929
SSBP1,down,H929
SSR3,down,H929
SSRP1,down,H929
SSSCA1,down,H929
SSX2IP,down,H929
ST3GAL4,down,H929
ST3GAL6,down,H929
STAG1,down,H929
STC2,down,H929
STEAP1B,down,H929
STIL,down,H929
STK26,down,H929
STMN1,down,H929
STRA13,down,H929
STS,down,H929
SUB1,down,H929
SUGT1,down,H929
SUPT16H,down,H929
SUPV3L1,down,H929
SURF2,down,H929
SURF6,down,H929
SUV39H1,down,H929
SUV39H2,down,H929
SUZ12,down,H929
SVIP,down,H929
SYNCRIP,down,H929
TADA2A,down,H929
TAF5,down,H929
TAF9,down,H929
TARS,down,H929
TBCA,down,H929
TBL2,down,H929
TBRG4,down,H929
TCERG1,down,H929
TCF19,down,H929
TCOF1,down,H929
TCP1,down,H929
TDG,down,H929
TEAD1,down,H929
TELO2,down,H929
TEX19,down,H929
TFAM,down,H929
TFAP4,down,H929
TFB2M,down,H929
